temp,perceptual_temp,rl_temp,ff1,ff2,ffp1,ffp2,trial,model,agent,s,a,r,optimal_option,optimal_ev,optimal_ff,params,destroy,cumulative_reward
,5.0,5.0,0.1,-0.6,0.549833997312478,0.23147521650098238,18,balanced,1,0,0,0.5599957616094001,True,True,True,"{'β': 1.1803380511284898, '$\\delta$': 0.17835313090018756}",True,6.322951823790668
,5.0,5.0,-1.0,-0.8,0.11920292202211755,0.16798161486607552,19,balanced,1,0,0,0.0,True,True,False,"{'β': 1.3294555643092518, '$\\delta$': 0.17835313090018756}",False,6.322951823790668
,5.0,5.0,-0.6,-0.6,0.23147521650098238,0.23147521650098238,20,balanced,1,0,1,0.0,False,False,True,"{'β': 1.4400856933084376, '$\\delta$': 0.17835313090018756}",False,6.322951823790668
,5.0,5.0,0.6,0.8,0.7685247834990175,0.8320183851339245,21,balanced,1,0,0,0.41814990507641414,True,True,False,"{'β': 1.5446425776233415, '$\\delta$': 0.1521032311001685}",True,6.741101728867083
,5.0,5.0,-0.3,-0.3,0.35434369377420455,0.35434369377420455,22,balanced,1,0,0,0.53551553165239,True,True,True,"{'β': 1.4361052536032364, '$\\delta$': 0.1471186387944536}",True,7.2766172605194726
,5.0,5.0,0.8,-0.3,0.8320183851339245,0.35434369377420455,23,balanced,1,0,0,0.5917571536246472,True,True,True,"{'β': 1.5433231773870413, '$\\delta$': 0.15068415454031261}",True,7.86837441414412
,5.0,5.0,-0.8,-0.1,0.16798161486607552,0.45016600268752216,24,balanced,1,0,1,0.33848894219538617,False,True,True,"{'β': 1.5133334564614611, '$\\delta$': 0.16310940079948225}",True,8.206863356339506
,5.0,5.0,0.1,0.1,0.549833997312478,0.549833997312478,25,balanced,1,1,0,0.508665585101914,True,True,True,"{'β': 1.5387913907240736, '$\\delta$': 0.009315038784658603}",True,8.71552894144142
,5.0,5.0,0.1,-0.8,0.549833997312478,0.16798161486607552,26,balanced,1,1,0,0.0,True,True,True,"{'β': 1.5089402832442642, '$\\delta$': 0.009315038784658603}",False,8.71552894144142
,5.0,5.0,-0.3,-0.8,0.35434369377420455,0.16798161486607552,27,balanced,1,1,0,0.0,True,True,True,"{'β': 1.5720982657564386, '$\\delta$': 0.009315038784658603}",False,8.71552894144142
,5.0,5.0,0.8,-0.6,0.8320183851339245,0.23147521650098238,28,balanced,1,1,0,0.8773047168822017,True,True,True,"{'β': 1.667829215679194, '$\\delta$': 0.2865772386139541}",True,9.592833658323622
,5.0,5.0,1.0,-0.3,0.8807970779778823,0.35434369377420455,29,balanced,1,1,0,0.680089595940048,True,True,True,"{'β': 1.7543257106482038, '$\\delta$': 0.32023457107173375}",True,10.27292325426367
,5.0,5.0,-1.0,0.6,0.11920292202211755,0.7685247834990175,30,balanced,1,1,1,0.44319886761598215,False,True,True,"{'β': 1.8328913032729763, '$\\delta$': 0.28179496063810666}",True,10.716122121879652
,5.0,5.0,0.6,-1.0,0.7685247834990175,0.11920292202211755,31,balanced,1,1,0,0.0,True,True,True,"{'β': 1.615793778195052, '$\\delta$': 0.28179496063810666}",False,10.716122121879652
,5.0,5.0,-0.8,-0.3,0.16798161486607552,0.35434369377420455,32,balanced,1,1,0,0.0,True,True,False,"{'β': 1.6937749727624003, '$\\delta$': 0.28179496063810666}",False,10.716122121879652
,5.0,5.0,-0.8,0.8,0.16798161486607552,0.8320183851339245,33,balanced,1,1,1,0.20639909512635174,False,True,True,"{'β': 1.7667681671363036, '$\\delta$': 0.3498983943894836}",True,10.922521217006004
,5.0,5.0,0.1,0.6,0.549833997312478,0.7685247834990175,34,balanced,1,1,0,0.0,True,True,False,"{'β': 1.7425746819047567, '$\\delta$': 0.3498983943894836}",False,10.922521217006004
,5.0,5.0,0.6,0.3,0.7685247834990175,0.6456563062257954,35,balanced,1,1,0,0.6265074189301483,True,True,True,"{'β': 1.8096591289944437, '$\\delta$': 0.3411482336731772}",True,11.549028635936152
,5.0,5.0,-0.1,0.3,0.45016600268752216,0.6456563062257954,36,balanced,1,1,0,0.0,True,True,False,"{'β': 1.8295976044449567, '$\\delta$': 0.3411482336731772}",False,11.549028635936152
,5.0,5.0,-0.3,1.0,0.35434369377420455,0.8807970779778823,37,balanced,1,1,0,0.0,True,False,False,"{'β': 1.8775307650263278, '$\\delta$': 0.3411482336731772}",False,11.549028635936152
,5.0,5.0,1.0,0.6,0.8807970779778823,0.7685247834990175,38,balanced,1,1,0,0.6053359936031731,True,True,True,"{'β': 1.9378397957804325, '$\\delta$': 0.32797078037008875}",True,12.154364629539325
,5.0,5.0,0.3,-0.1,0.6456563062257954,0.45016600268752216,39,balanced,1,1,0,0.4856875304505772,True,True,True,"{'β': 1.984036216017047, '$\\delta$': 0.28570655124281197}",True,12.640052159989903
,5.0,5.0,1.0,-1.0,0.8807970779778823,0.11920292202211755,40,balanced,1,1,0,0.37051913979658696,True,True,True,"{'β': 2.0383886552462664, '$\\delta$': 0.22559691195329437}",True,13.01057129978649
,5.0,5.0,0.3,-1.0,0.6456563062257954,0.11920292202211755,41,balanced,1,1,0,0.0,True,True,True,"{'β': 1.956401275375696, '$\\delta$': 0.22559691195329437}",False,13.01057129978649
,5.0,5.0,0.6,-0.6,0.7685247834990175,0.23147521650098238,42,balanced,1,1,0,0.6303315520871814,True,True,True,"{'β': 2.01334121488308, '$\\delta$': 0.23184495007915368}",True,13.64090285187367
,5.0,5.0,-0.1,-0.1,0.45016600268752216,0.45016600268752216,43,balanced,1,1,0,0.8325397158265999,True,True,True,"{'β': 1.990810262695525, '$\\delta$': 0.27672324620835115}",True,14.473442567700271
,5.0,5.0,0.3,-0.1,0.6456563062257954,0.45016600268752216,44,balanced,1,1,0,0.6687221307212777,True,True,True,"{'β': 2.0335176947912066, '$\\delta$': 0.2851903183509149}",True,15.14216469842155
,5.0,5.0,-0.1,1.0,0.45016600268752216,0.8807970779778823,45,balanced,1,1,1,0.29029081640324234,False,False,True,"{'β': 2.082100177211886, '$\\delta$': 0.29951671002552377}",True,15.432455514824792
,5.0,5.0,1.0,0.6,0.8807970779778823,0.7685247834990175,46,balanced,1,1,0,0.6005354384574058,True,True,True,"{'β': 2.127746261985955, '$\\delta$': 0.2944563103864467}",True,16.032990953282198
,5.0,5.0,-0.6,0.3,0.23147521650098238,0.6456563062257954,47,balanced,1,1,1,0.0,False,True,True,"{'β': 2.0516634160387164, '$\\delta$': 0.2944563103864467}",False,16.032990953282198
,5.0,5.0,-0.3,0.1,0.35434369377420455,0.549833997312478,48,balanced,1,1,0,0.0,True,True,False,"{'β': 2.0910045520506495, '$\\delta$': 0.2944563103864467}",False,16.032990953282198
,5.0,5.0,-0.8,1.0,0.16798161486607552,0.8807970779778823,49,balanced,1,1,1,0.7288589903012648,False,True,True,"{'β': 2.1339880111567324, '$\\delta$': 0.24133096735248633}",True,16.761849943583464
,10.0,1.0,-0.6,1.0,0.23147521650098238,0.8807970779778823,0,value neglect,2,0,1,0.6702870924575869,False,True,True,"{'β': 1.211405754140913, '$\\delta$': -0.18283760628587595}",True,0.6702870924575869
,10.0,1.0,0.6,-0.6,0.7685247834990175,0.23147521650098238,1,value neglect,2,0,0,0.8504724905260916,True,True,True,"{'β': 1.656068553407592, '$\\delta$': 0.13283068920195878}",True,1.5207595829836786
,10.0,1.0,0.3,-0.8,0.6456563062257954,0.16798161486607552,2,value neglect,2,0,0,0.4934655849575524,True,True,True,"{'β': 1.902790388695192, '$\\delta$': 0.09636504284281946}",True,2.014225167941231
,10.0,1.0,-0.1,-0.1,0.45016600268752216,0.45016600268752216,3,value neglect,2,0,1,0.33699228640159995,False,False,True,"{'β': 1.7809294546517875, '$\\delta$': 0.15010947540324177}",True,2.351217454342831
,10.0,1.0,0.1,0.3,0.549833997312478,0.6456563062257954,4,value neglect,2,0,1,0.0,False,False,True,"{'β': 1.3924457100643841, '$\\delta$': 0.15010947540324177}",False,2.351217454342831
,10.0,1.0,0.8,-0.3,0.8320183851339245,0.35434369377420455,5,value neglect,2,0,0,0.39857270208785567,True,True,True,"{'β': 1.7586354428862823, '$\\delta$': 0.08703235393453258}",True,2.7497901564306866
,10.0,1.0,0.8,-0.8,0.8320183851339245,0.16798161486607552,6,value neglect,2,0,0,0.49556373474758103,True,True,True,"{'β': 2.0279483371064004, '$\\delta$': 0.07310773569702933}",True,3.245353891178268
,10.0,1.0,0.6,0.1,0.7685247834990175,0.549833997312478,7,value neglect,2,0,0,0.5612770584577388,True,True,True,"{'β': 2.237504037407809, '$\\delta$': 0.08093867559612222}",True,3.8066309496360065
,10.0,1.0,-0.8,-0.3,0.16798161486607552,0.35434369377420455,8,value neglect,2,0,1,0.4830441780551792,False,True,True,"{'β': 1.9495399397858908, '$\\delta$': 0.07606431457566058}",True,4.2896751276911855
,10.0,1.0,0.1,-0.1,0.549833997312478,0.45016600268752216,9,value neglect,2,0,0,0.7871666375410818,True,True,True,"{'β': 2.0117926330199483, '$\\delta$': 0.1325027290971497}",True,5.076841765232268
,10.0,1.0,-0.3,-0.6,0.35434369377420455,0.23147521650098238,10,value neglect,2,0,0,0.0,True,True,True,"{'β': 2.155958841611254, '$\\delta$': 0.1325027290971497}",False,5.076841765232268
,10.0,1.0,-1.0,-0.1,0.11920292202211755,0.45016600268752216,11,value neglect,2,0,1,0.0,False,True,True,"{'β': 2.2185870973219926, '$\\delta$': 0.1325027290971497}",False,5.076841765232268
,10.0,1.0,-0.1,1.0,0.45016600268752216,0.8807970779778823,12,value neglect,2,0,1,0.4833719647440388,False,True,True,"{'β': 2.3792554494547953, '$\\delta$': 0.12367873388104955}",True,5.560213729976306
,10.0,1.0,0.1,-0.8,0.549833997312478,0.16798161486607552,13,value neglect,2,0,0,0.0,True,True,True,"{'β': 2.3057215434280067, '$\\delta$': 0.12367873388104955}",False,5.560213729976306
,10.0,1.0,0.6,-0.3,0.7685247834990175,0.35434369377420455,14,value neglect,2,0,0,0.6245051791881423,True,True,True,"{'β': 2.456317937577214, '$\\delta$': 0.1365035066192016}",True,6.184718909164449
,10.0,1.0,1.0,0.6,0.8807970779778823,0.7685247834990175,15,value neglect,2,0,0,0.5227895973052249,True,True,True,"{'β': 2.5720895351710538, '$\\delta$': 0.12978101285887805}",True,6.707508506469674
,10.0,1.0,-1.0,0.6,0.11920292202211755,0.7685247834990175,16,value neglect,2,0,1,0.38789149051420896,False,True,True,"{'β': 2.69546249824619, '$\\delta$': 0.13834896886803683}",True,7.095399996983883
,10.0,1.0,-0.8,0.3,0.16798161486607552,0.6456563062257954,17,value neglect,2,0,1,0.0,False,True,True,"{'β': 2.4628035347301527, '$\\delta$': 0.13834896886803683}",False,7.095399996983883
,10.0,1.0,0.8,0.6,0.8320183851339245,0.7685247834990175,18,value neglect,2,0,0,0.6909231652493112,True,True,True,"{'β': 2.57005507182168, '$\\delta$': 0.15764579491014463}",True,7.786323162233193
,10.0,1.0,-1.0,-0.6,0.11920292202211755,0.23147521650098238,19,value neglect,2,0,1,0.0,False,True,True,"{'β': 2.676819959977171, '$\\delta$': 0.15764579491014463}",False,7.786323162233193
,10.0,1.0,0.3,0.1,0.6456563062257954,0.549833997312478,20,value neglect,2,0,0,0.284116203200534,True,True,True,"{'β': 2.7691083334305158, '$\\delta$': 0.11732403621569633}",True,8.070439365433728
,10.0,1.0,-1.0,1.0,0.11920292202211755,0.8807970779778823,21,value neglect,2,0,1,0.39694209876118947,False,True,True,"{'β': 2.8403583536004433, '$\\delta$': 0.12389208691058216}",True,8.467381464194917
